Date,Close,High,Low,Open,Volume,MA7,MA21,RSI14,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,BB_Middle,BB_Upper,BB_Lower,ATR14
2020-01-01,130.802001953125,132.83535766601562,129.1982879638672,129.6306610107422,7935230330.0,,,,0.0,0.0,0.0,,,,
2020-01-02,127.4101791381836,130.82003784179688,126.95491027832033,130.82003784179688,8032709256.0,,,,-0.2705727601662886,-0.054114552033257726,-0.2164582081330309,,,,
2020-01-03,134.1717071533203,134.55401611328125,126.49002075195312,127.41126251220705,10476845358.0,,,,0.05990463703818705,-0.03131071421896877,0.09121535125715582,,,,
2020-01-04,135.06936645507812,136.05271911621094,133.04055786132812,134.16851806640625,7430904515.0,,,,0.389751150235611,0.05290165867194718,0.33684949156366384,,,,
2020-01-05,136.2767791748047,139.4102020263672,135.04562377929688,135.0720977783203,7526675353.0,,,,0.7400541208358788,0.19033215110473353,0.5497219697311453,,,,
2020-01-06,144.3041534423828,144.32818603515625,136.0796356201172,136.3055419921875,9093747121.0,,,,1.6464346904196816,0.48155265896772315,1.1648820314519583,,,,
2020-01-07,143.5439910888672,145.00177001953125,140.48887634277344,144.31199645996094,9257954672.0,135.93973977225167,,,2.277159396902391,0.8406740065546567,1.4364853903477344,,,,
2020-01-08,141.2581329345703,146.8280029296875,138.26820373535156,143.48782348632812,9387194957.0,137.433472769601,,,2.563018737001613,1.185142952644048,1.377875784357565,,,,
2020-01-09,138.9792022705078,141.39398193359375,136.2364044189453,141.15577697753906,7697325348.0,139.08619035993303,,,2.575979377986016,1.4633102377124416,1.1126691402735744,,,,
2020-01-10,143.96377563476562,144.16732788085938,135.52040100097656,138.967041015625,9084816203.0,140.4850572858538,,,2.95440762003156,1.7615297141762651,1.192877905855295,,,,
2020-01-11,142.92710876464844,146.4809112548828,142.2079620361328,143.4091033935547,9332208590.0,141.6075919015067,,,3.1345314482911704,2.0361300609992465,1.0984013872919238,,,,
2020-01-12,145.87393188476562,146.14585876464844,142.7076416015625,143.0325469970703,8528167453.0,142.9786137172154,,,3.475007158665818,2.323905480532561,1.1511016781332568,,,,
2020-01-13,144.22659301757812,146.79122924804688,142.90713500976562,146.2201385498047,8378529470.0,142.967533656529,,,3.570748763899786,2.573274137206006,0.99747462669378,,,,
2020-01-14,165.95535278320312,167.68154907226562,144.06492614746094,144.2510528564453,16712318373.0,146.16915675571985,,,5.338416056837758,3.1263025211323567,2.2121135357054014,,,,6.6628973824637265
2020-01-15,166.23068237304688,170.42567443847656,161.109619140625,165.734619140625,15173694057.0,149.73666381835938,,80.42120425755934,6.684467537881119,3.837935524482109,2.8465320133990097,,,,7.068539210728235
2020-01-16,164.39100646972656,167.0581512451172,159.7096405029297,166.33282470703125,13735193018.0,153.3669215611049,,82.62356353441305,7.5161352354379005,4.573575466673268,2.9425597687646325,,,,7.317352294921875
2020-01-17,170.7799530029297,173.0692138671875,162.77560424804688,164.4893798828125,14997091826.0,157.1978040422712,,82.5085812124428,8.591732326081939,5.3772068385550025,3.2145254875269362,,,,7.476610456194196
2020-01-18,175.3656768798828,178.52877807617188,166.7890167236328,170.7477264404297,14929342256.0,161.8318852015904,,83.58385437080132,9.70233785080407,6.242233041004817,3.4601048097992537,,,,8.100010463169642
2020-01-19,166.9698486328125,177.2476348876953,163.67686462402344,175.46759033203125,13713374132.0,164.84558759416853,,72.84322683613914,9.792149751024596,6.952216383008773,2.8399333680158225,,,,8.757595607212611
2020-01-20,167.12051391601562,169.11488342285156,162.33160400390625,166.9041290283203,11144529787.0,168.11614772251673,,69.23636434742583,9.76294263275176,7.514361632957371,2.248580999794388,149.28099784851074,179.44039854213693,119.12159715488453,8.652933393205915
