ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-09-01,10005.558130832429,-3687.7633670989144,10123.963765019065,10005.558130832429,10005.558130832429,-6474.153647824413,-6474.153647824413,-6474.153647824413,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-18.01495812358905,-18.01495812358905,-18.01495812358905,-3391.9213967511378,-3391.9213967511378,-3391.9213967511378,0.0,0.0,0.0,3531.4044830080156
2018-09-02,9996.955659079747,-4097.005723051922,10574.270390169146,9996.955659079747,9996.955659079747,-6576.877913092387,-6576.877913092387,-6576.877913092387,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-34.10832730300225,-34.10832730300225,-34.10832730300225,-3478.5522928396977,-3478.5522928396977,-3478.5522928396977,0.0,0.0,0.0,3420.0777459873607
2018-09-03,9988.353187327062,-3897.964129646069,10306.346673336568,9988.353187327062,9988.353187327062,-6601.8436126642555,-6601.8436126642555,-6601.8436126642555,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,29.131018962867135,29.131018962867135,29.131018962867135,-3566.757338677435,-3566.757338677435,-3566.757338677435,0.0,0.0,0.0,3386.5095746628067
2018-09-04,9979.75071557438,-3119.4903734670906,10531.78554989809,9979.75071557438,9979.75071557438,-6746.239658658915,-6746.239658658915,-6746.239658658915,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-26.220557933020906,-26.220557933020906,-26.220557933020906,-3655.8018077762067,-3655.8018077762067,-3655.8018077762067,0.0,0.0,0.0,3233.511056915466
2018-09-05,9971.148243821697,-4065.4624272880637,10053.600419212155,9971.148243821697,9971.148243821697,-6732.27968724903,-6732.27968724903,-6732.27968724903,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,76.84810752226659,76.84810752226659,76.84810752226659,-3744.9105018216096,-3744.9105018216096,-3744.9105018216096,0.0,0.0,0.0,3238.8685565726673
2018-09-06,9962.545772069014,-4069.5408805007364,10337.919514144385,9962.545772069014,9962.545772069014,-6912.865369428485,-6912.865369428485,-6912.865369428485,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-15.361680913315027,-15.361680913315027,-15.361680913315027,-3833.2863955654834,-3833.2863955654834,-3833.2863955654834,0.0,0.0,0.0,3049.680402640529
2018-09-07,9953.94330031633,-4077.2580148344005,10170.383176806448,9953.94330031633,9953.94330031633,-6996.619900697962,-6996.619900697962,-6996.619900697962,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-12.273602211909004,-12.273602211909004,-12.273602211909004,-3920.1290055363656,-3920.1290055363656,-3920.1290055363656,0.0,0.0,0.0,2957.323399618368
2018-09-08,9945.340828563649,-4228.939529030297,10179.023766178125,9945.340828563649,9945.340828563649,-7086.884175526266,-7086.884175526266,-7086.884175526266,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-18.014958123841833,-18.014958123841833,-18.014958123841833,-4004.6519244527362,-4004.6519244527362,-4004.6519244527362,0.0,0.0,0.0,2858.456653037383
2018-09-09,9936.738356810964,-4407.077752503986,9738.963959844838,9936.738356810964,9936.738356810964,-7184.424631591347,-7184.424631591347,-7184.424631591347,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-34.10832730305527,-34.10832730305527,-34.10832730305527,-4086.099011338604,-4086.099011338604,-4086.099011338604,0.0,0.0,0.0,2752.3137252196166
2018-09-10,9928.135885058282,-4336.750070574357,9445.41970806111,9928.135885058282,9928.135885058282,-7198.845064613941,-7198.845064613941,-7198.845064613941,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,29.131018962755356,29.131018962755356,29.131018962755356,-4163.758790627008,-4163.758790627008,-4163.758790627008,0.0,0.0,0.0,2729.290820444341
2018-09-11,9919.533413305599,-4890.900307154106,9495.102650146542,9919.533413305599,9919.533413305599,-7327.414540437404,-7327.414540437404,-7327.414540437404,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-26.22055793297844,-26.22055793297844,-26.22055793297844,-4236.976689554738,-4236.976689554738,-4236.976689554738,0.0,0.0,0.0,2592.1188728681946
2018-09-12,9910.930941552915,-4709.831042299737,9627.92143080341,9910.930941552915,9910.930941552915,-7292.534014609738,-7292.534014609738,-7292.534014609738,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,76.84810752224296,76.84810752224296,76.84810752224296,-4305.164829182294,-4305.164829182294,-4305.164829182294,0.0,0.0,0.0,2618.3969269431773
2018-09-13,9902.328469800232,-4635.50394912557,9365.482662862229,9902.328469800232,9902.328469800232,-7447.3881512045255,-7447.3881512045255,-7447.3881512045255,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-15.361680913429765,-15.361680913429765,-15.361680913429765,-4367.809177341409,-4367.809177341409,-4367.809177341409,0.0,0.0,0.0,2454.9403185957062
2018-09-14,9893.725998047548,-4884.993567730545,9398.691960396227,9893.725998047548,9893.725998047548,-7500.964863699589,-7500.964863699589,-7500.964863699589,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-12.273602211990466,-12.273602211990466,-12.273602211990466,-4424.473968537912,-4424.473968537912,-4424.473968537912,0.0,0.0,0.0,2392.7611343479593
2018-09-15,9885.123526294865,-4505.493947811113,9315.632060528242,9885.123526294865,9885.123526294865,-7557.035644099831,-7557.035644099831,-7557.035644099831,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-18.01495812346081,-18.01495812346081,-18.01495812346081,-4474.803393026684,-4474.803393026684,-4474.803393026684,0.0,0.0,0.0,2328.0878821950337
2018-09-16,9876.521054542181,-4767.580919940515,9250.657376008843,9876.521054542181,9876.521054542181,-7616.846271969726,-7616.846271969726,-7616.846271969726,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-34.10832730310829,-34.10832730310829,-34.10832730310829,-4518.520651716931,-4518.520651716931,-4518.520651716931,0.0,0.0,0.0,2259.674782572455
2018-09-17,9867.9185827895,-4587.448292252543,9986.369261762957,9867.9185827895,9867.9185827895,-7590.510836141289,-7590.510836141289,-7590.510836141289,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,29.131018962950225,29.131018962950225,29.131018962950225,-4555.424562154552,-4555.424562154552,-4555.424562154552,0.0,0.0,0.0,2277.4077466482113
2018-09-18,9859.316111036815,-4473.681313306002,9106.860290399254,9859.316111036815,9859.316111036815,-7675.821831615652,-7675.821831615652,-7675.821831615652,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-26.220557933001416,-26.220557933001416,-26.220557933001416,-4585.383980732963,-4585.383980732963,-4585.383980732963,0.0,0.0,0.0,2183.494279421163
2018-09-19,9850.713639284131,-4731.91725648642,9131.887190675827,9850.713639284131,9850.713639284131,-7595.6995603877185,-7595.6995603877185,-7595.6995603877185,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,76.84810752232536,76.84810752232536,76.84810752232536,-4608.330374960357,-4608.330374960357,-4608.330374960357,0.0,0.0,0.0,2255.0140788964127
2018-09-20,9842.111167531448,-5181.528113038986,8567.79102777181,9842.111167531448,9842.111167531448,-7703.82790885844,-7703.82790885844,-7703.82790885844,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-15.361680913100724,-15.361680913100724,-15.361680913100724,-4624.248934995652,-4624.248934995652,-4624.248934995652,0.0,0.0,0.0,2138.2832586730074
2018-09-21,9833.508695778766,-4936.127100243241,8942.050126087033,9833.508695778766,9833.508695778766,-7709.6595492285705,-7709.6595492285705,-7709.6595492285705,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-12.273602211781794,-12.273602211781794,-12.273602211781794,-4633.168654067102,-4633.168654067102,-4633.168654067102,0.0,0.0,0.0,2123.8491465501957
2018-09-22,9824.906224026081,-4692.714454211868,9192.128476692318,9824.906224026081,9824.906224026081,-7717.384082800609,-7717.384082800609,-7717.384082800609,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-18.0149581236816,-18.0149581236816,-18.0149581236816,-4635.1518317272385,-4635.1518317272385,-4635.1518317272385,0.0,0.0,0.0,2107.5221412254723
2018-09-23,9816.3037522734,-5565.922884136128,8505.888267722485,9816.3037522734,9816.3037522734,-7728.60908184179,-7728.60908184179,-7728.60908184179,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-34.10832730316131,-34.10832730316131,-34.10832730316131,-4630.2834615889415,-4630.2834615889415,-4630.2834615889415,0.0,0.0,0.0,2087.6946704316097
2018-09-24,9807.701280520716,-4692.039466305897,9099.118514419188,9807.701280520716,9807.701280520716,-7653.747230203371,-7653.747230203371,-7653.747230203371,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,29.13101896282015,29.13101896282015,29.13101896282015,-4618.660956216504,-4618.660956216504,-4618.660956216504,0.0,0.0,0.0,2153.954050317345
2018-09-25,9799.098808768033,-4953.172229251902,9706.104093399075,9799.098808768033,9799.098808768033,-7690.822487668332,-7690.822487668332,-7690.822487668332,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-26.220557932983166,-26.220557932983166,-26.220557932983166,-4600.38463678566,-4600.38463678566,-4600.38463678566,0.0,0.0,0.0,2108.276321099701
2018-09-26,9790.49633701535,-4884.615914614582,9243.500064800217,9790.49633701535,9790.49633701535,-7562.918560461008,-7562.918560461008,-7562.918560461008,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,76.84810752219201,76.84810752219201,76.84810752219201,-4575.549375033514,-4575.549375033514,-4575.549375033514,0.0,0.0,0.0,2227.5777765543407
2018-09-27,9781.893865262668,-5189.3844125977475,9051.509726195702,9781.893865262668,9781.893865262668,-7623.816695357234,-7623.816695357234,-7623.816695357234,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-15.361680913082507,-15.361680913082507,-15.361680913082507,-4544.237721494464,-4544.237721494464,-4544.237721494464,0.0,0.0,0.0,2158.077169905434
2018-09-28,9773.291393509982,-4521.050658231203,9020.92620035657,9773.291393509982,9773.291393509982,-7583.005684222107,-7583.005684222107,-7583.005684222107,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-12.273602212153376,-12.273602212153376,-12.273602212153376,-4506.5147890602675,-4506.5147890602675,-4506.5147890602675,0.0,0.0,0.0,2190.285709287875
2018-09-29,9764.688921757299,-4485.239445045175,9603.17367765184,9764.688921757299,9764.688921757299,-7544.6573379783895,-7544.6573379783895,-7544.6573379783895,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-18.01495812393438,-18.01495812393438,-18.01495812393438,-4462.425086904766,-4462.425086904766,-4462.425086904766,0.0,0.0,0.0,2220.0315837789094
2018-09-30,9756.086450004617,-5263.906650425891,9360.45246226319,9756.086450004617,9756.086450004617,-7510.317039696676,-7510.317039696676,-7510.317039696676,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-34.108327302974274,-34.108327302974274,-34.108327302974274,-4411.991419444015,-4411.991419444015,-4411.991419444015,0.0,0.0,0.0,2245.769410307941
2018-10-01,9747.483978251934,-4567.700546436863,9740.927292738406,9747.483978251934,9747.483978251934,-7390.302155100369,-7390.302155100369,-7390.302155100369,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,29.131018962861702,29.131018962861702,29.131018962861702,-4355.215881113544,-4355.215881113544,-4355.215881113544,0.0,0.0,0.0,2357.1818231515645
2018-10-02,9738.881506499249,-3682.698216090882,9871.739595296687,9738.881506499249,9738.881506499249,-7382.520744209042,-7382.520744209042,-7382.520744209042,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,-26.22055793294072,-26.22055793294072,-26.22055793294072,-4292.082893326416,-4292.082893326416,-4292.082893326416,0.0,0.0,0.0,2356.3607622902064
2018-10-03,9730.279034746569,-4545.041260229541,10297.151537180354,9730.279034746569,9730.279034746569,-7209.933333398867,-7209.933333398867,-7209.933333398867,-3064.2172929496874,-3064.2172929496874,-3064.2172929496874,76.84810752227807,76.84810752227807,76.84810752227807,-4222.564147971458,-4222.564147971458,-4222.564147971458,0.0,0.0,0.0,2520.345701347702
