ds,yhat,yhat_lower,yhat_upper
2020-03-09,8793.441692906847,613.1590285966652,17177.345403190593
2020-03-10,8820.447839984905,110.61627837638703,16828.551691321718
2020-03-11,9090.788486425801,1132.3238117791323,17485.85510838767
2020-03-12,9090.878850389026,922.8737094966182,17553.92448315564
2020-03-13,9245.637482042195,1877.7681924113085,17085.797621409074
2020-03-14,9408.56877570328,1441.5002835354776,16863.572762334086
2020-03-15,9531.099354950224,1499.4979535649436,17416.4286342899
2020-03-16,9797.189407006095,1926.758194375576,17717.528117655085
2020-03-17,9901.64912294731,1783.8071698862918,18145.97762464954
2020-03-18,10233.183941284684,2623.353230943079,18950.113852001206
2020-03-19,10276.39100297517,2740.7081136865804,18387.87645984485
2020-03-20,10454.84664714519,2353.5121878547316,18855.091023837525
2020-03-21,10621.222694060514,2021.1173247744134,18812.986141628364
2020-03-22,10726.642890388192,2609.045366755427,18477.173897835408
2020-03-23,10955.300093422038,3034.4632152237214,19256.711960625646
2020-03-24,11002.764237448238,2668.7193340935287,18975.758124934066
2020-03-25,11259.00505507974,3608.9315907797786,18735.45951585475
2020-03-26,11210.352617397077,2933.3834160027227,19475.83117661726
2020-03-27,11282.536539730085,2866.965467419668,19461.985223358068
2020-03-28,11330.742950420117,3449.519835425706,19514.03858696987
2020-03-29,11308.902243931494,3760.9870616443964,18711.376916226018
2020-03-30,11404.230091105625,3700.246873506687,19426.02759541007
2020-03-31,11315.453843109257,3253.4578961857364,20266.714430406017
2020-04-01,11435.750534621111,3235.0440694140375,19601.496635161093
2020-04-02,11254.62186061257,2865.390519998409,19356.804301216118
2020-04-03,11200.84929824721,3098.1523366285587,19487.33358680775
2020-04-04,11132.47074623456,2895.5346733413444,18646.364288557277
2020-04-05,11005.993866033701,3200.6388869519033,19380.111726256648
2020-04-06,11010.870589623966,3450.9456268142353,19364.329148674555
2020-04-07,10847.666697033308,2974.4133370617124,18783.403972985285
2020-04-08,10910.954162722823,2707.8494804802376,18926.41507467046
2020-04-09,10691.152825439221,2922.247862202867,19443.047095900794
2020-04-10,10617.465388726436,2758.4912607148754,18603.22826201149
2020-04-11,10547.847593706394,2828.234726287746,18619.08052068801
2020-04-12,10438.228839956104,2638.0386234226075,18319.12090740887
2020-04-13,10477.00743168942,2876.26876320411,19052.95211507552
2020-04-14,10363.253695573174,2573.543861556935,18348.687640659282
2020-04-15,10489.647662681595,2692.6736981948006,19060.558862859983
2020-04-16,10344.37654229829,2130.8151318678224,18536.82824996929
2020-04-17,10354.134385626558,1206.672067922034,18255.36197088139
2020-04-18,10374.163935586785,2766.2050299446687,18414.6739067755
2020-04-19,10357.553908953698,1847.2386923821343,18507.088274629044
2020-04-20,10489.81373165813,2069.23183494449,18371.441009229733
2020-04-21,10467.156750737506,2243.2095785050174,18667.78882724762
2020-04-22,10679.516388427728,2157.976214536276,18711.00477296343
2020-04-23,10612.518296823306,2846.8943732485313,19438.72756306163
2020-04-24,10690.54885987439,2448.4748627770637,18415.449637186848
2020-04-25,10766.858162175138,2192.191804210296,18584.723604329793
2020-04-26,10792.90902026893,2923.1070512013853,18526.34510114593
2020-04-27,10952.99271790799,2735.3828103842948,18581.60377779435
2020-04-28,10942.541397910327,2491.726168365458,19088.01530959619
2020-04-29,11151.160842176003,3083.4427844083502,20053.333178632034
2020-04-30,11064.606320377436,3012.3534507144495,18591.432597662584
2020-05-01,11107.841841033885,3564.486379656276,19688.53152078338
2020-05-02,11135.121274964342,2475.9843827917803,19567.308739445223
2020-05-03,11099.303649451878,2625.6016885998715,19364.225937665757
2020-05-04,11186.424287962125,3210.576995335299,19484.901953983182
2020-05-05,11093.953081700816,2997.0484804450857,19663.96196581486
2020-05-06,11213.76521974141,2751.374942965462,19226.882221553104
2020-05-07,11034.048868885662,2257.6502504197997,18597.884293093924
2020-05-08,10982.292111307577,2828.136616732091,18776.376870530905
2020-05-09,10915.289691754473,2532.7728375926304,18512.78578715897
2020-05-10,10788.384002881314,3046.625849499695,18490.317497900745
2020-05-11,10789.964102067326,2731.2555581494653,18650.408657366963
2020-05-12,10620.758450729663,2721.656457882468,18892.491063155052
2020-05-13,10673.436834082662,2552.810615456907,18636.250443361707
2020-05-14,10437.77126378288,2617.832664974702,18314.381153702296
2020-05-15,10342.476102874341,1730.5651317005043,17821.324911145908
2020-05-16,10245.180986517507,2349.079912729794,17858.06919947167
2020-05-17,10101.649538321022,1819.4865281799562,17931.821178925027
2020-05-18,10100.268273715907,1651.2687498466712,18280.83597923523
2020-05-19,9940.239275742024,2058.3953645550855,18016.09061107136
2020-05-20,10014.503788273347,2407.1613561393224,18000.766092775186
2020-05-21,9811.622505900616,1519.261168829959,17342.991267631205
2020-05-22,9758.755591935762,1503.713132850943,17686.119007831254
2020-05-23,9711.683116681259,1409.7999055396945,17992.704100914405
2020-05-24,9624.079899835964,1492.631535050504,17416.42334396631
2020-05-25,9682.067535101341,1916.3173868659103,17488.22560376425
2020-05-26,9582.475375018279,1704.902825480434,17906.175926117125
2020-05-27,9715.835671094148,1761.00687268107,17822.475509712876
2020-05-28,9568.33661092566,1669.4170341789518,17696.99720794444
2020-05-29,9564.874216090102,979.1194391550791,17107.524042841687
2020-05-30,9559.141753017793,1202.895858698376,17860.71166607029
2020-05-31,9502.968685513872,1565.4201946699668,18205.045220380445
2020-06-01,9580.930130921053,1038.814793312977,17177.14211972954
2020-06-02,9488.656971257522,817.835066124108,17350.61147298802
2020-06-03,9615.870421870302,1485.716458833274,17570.937970770246
2020-06-04,9448.363679054928,1679.5425725477444,17201.030042130573
2020-06-05,9411.070792765813,1566.0697447629775,17556.178129282038
2020-06-06,9358.160923358511,1040.8361397725416,17641.61492053571
2020-06-07,9242.369854834607,1562.3346259199207,17645.360204635574
2020-06-08,9249.589910679977,1575.053010348378,17670.76322633092
2020-06-09,9077.148941838332,1404.809604835534,17433.986119615714
2020-06-10,9116.803026189053,1333.2246939157817,17031.280375144917
2020-06-11,8856.666632249857,1049.0829318573478,16798.722939235584
2020-06-12,8724.221786639533,526.8334175476701,17061.88339495319
2020-06-13,8576.346020482715,318.24500695391646,16890.902966002253
2020-06-14,8368.572760969626,-258.3594626144936,15368.879790178871
2020-06-15,8289.607235453044,-170.21914916036457,16365.572034377798
2020-06-16,8039.530553219078,-161.87865965534706,16161.921458505692
2020-06-17,8012.718619255022,548.8249826809539,16340.23449791351
2020-06-18,7699.701611881025,-164.53405823285584,15987.276940454754
2020-06-19,7530.1074532412895,-277.3813725916022,15403.48039273874
2020-06-20,7362.630796570762,-688.8609441162689,15140.355654614132
2020-06-21,7154.242757620865,-509.16212969206254,14617.41452443037
2020-06-22,7094.665789836954,-1087.2785620421612,15692.161900075396
2020-06-23,6884.547436866162,-1389.616706755819,14818.443881339419
2020-06-24,6918.3603941105175,-820.6379948874317,15123.880562199065
2020-06-25,6686.255078317217,-1026.7525944553388,14122.86149653155
2020-06-26,6617.008280655004,-1614.4857896216786,14722.753115198431
2020-06-27,6568.009251289543,-1377.8508429944739,14395.346200828602
2020-06-28,6494.497951801313,-1480.9535460023626,13732.70991089797
2020-06-29,6584.079084628924,-1723.2449804343994,14408.9932654434
2020-06-30,6534.944567136363,-1574.1661992276051,14771.095140118952
2020-07-01,6738.830571545295,-1361.7192263743482,15081.462020172856
2020-07-02,6682.933812309144,-1070.2506928629425,15234.091195249444
2020-07-03,6792.928974696988,-1673.3336741550343,14332.131412209708
2020-07-04,6923.026833549651,-917.5826519681827,14813.348365863163
2020-07-05,7025.285931576378,-447.7959227536577,14932.18101074438
2020-07-06,7284.199542342401,-230.1615822683751,14823.281242177623
2020-07-07,7394.98873512799,-581.3694711709811,14886.435082899632
2020-07-08,7746.6258953816905,-435.29135255517104,15393.776813343231
2020-07-09,7823.811743966697,567.0762879672433,16051.533963586238
2020-07-10,8050.046282081881,-377.4689700111858,15812.911264447794
2020-07-11,8277.731952411646,919.5416480150935,16002.251682674276
2020-07-12,8457.52086681424,145.9421536846491,16428.46839150658
2020-07-13,8772.927069884752,374.5905339645036,16869.826275408508
2020-07-14,8918.634179420875,1101.0749786575527,16427.118963555076
2020-07-15,9283.522569487199,1330.4239680579185,17284.014317175937
2020-07-16,9352.960351066238,1105.4182571471504,17471.365951290154
2020-07-17,9550.893403468252,1822.0132885101702,17474.04084333515
2020-07-18,9730.884506578783,1361.7821584643057,18316.048181539674
2020-07-19,9845.10320551384,1864.8270875306275,18066.749689865723
2020-07-20,10078.894041153311,1892.5534288043514,18389.351030202528
2020-07-21,10129.03366709833,1548.305773495333,18633.568775671964
2020-07-22,10386.702453340724,2709.0853876505103,18423.96402901966
2020-07-23,10339.395257589675,1864.5021031052047,18787.98974947944
2020-07-24,10413.913769045987,2295.729478758733,19003.69560029953
2020-07-25,10466.3809739739,1897.8643287046925,17712.16068015322
2020-07-26,10451.492067124716,2649.3314609977006,18236.899035440878
2020-07-27,10557.025396424204,2663.638482855396,18400.92965915198
2020-07-28,10482.046471157082,2207.480895294922,18773.61682863239
2020-07-29,10619.831885906868,2263.698145821104,18285.479376324438
2020-07-30,10459.738915828746,2079.7556053282055,18157.74029569977
2020-07-31,10430.16406021122,2742.1165989716023,18495.77704228854
2020-08-01,10388.531734342308,2763.39748178166,18158.683079972627
2020-08-02,10290.52785058684,2319.6954444897738,19097.469142642076
2020-08-03,10324.602053502025,2341.3560246307775,18110.66865312516
2020-08-04,10190.171578533667,2106.482001534766,18243.927705587423
2020-08-05,10280.553295649765,2156.0861790362446,18421.815772158476
2020-08-06,10084.849186631145,1743.5124833464715,17803.821491910152
2020-08-07,10030.927830116689,1992.3235814510454,18410.051667655625
2020-08-08,9975.442220615349,2359.7781702418633,18191.706979166393
2020-08-09,9873.09764688084,1987.245447808972,17925.180302934463
2020-08-10,9911.192269831874,2177.163078017698,17621.614266680706
2020-08-11,9787.862170553839,1942.300290626909,17778.677203238516
2020-08-12,9895.056192476404,2441.2101950218243,17853.507291388305
2020-08-13,9720.464587048384,1382.4289700580237,17821.016061550785
2020-08-14,9690.54283077735,2132.223912944381,17827.496527250438
2020-08-15,9660.569800112631,1314.2008088852351,17367.362560839607
2020-08-16,9583.952986860102,1805.6305422788146,18010.342637389615
2020-08-17,9646.802475417548,1485.130850601591,17914.81457274891
2020-08-18,9546.204679795805,1729.7047402187898,17353.945907853373
2020-08-19,9673.220555755497,2220.0339182136786,17696.57662454704
2020-08-20,9514.831864669613,1219.7778414296276,17721.86563826186
2020-08-21,9496.976606966628,1813.9785283564436,17607.437345559283
2020-08-22,9474.61274540023,2151.0310294035444,17718.498742129814
2020-08-23,9401.023013892365,1383.1492055170809,16818.864542787327
2020-08-24,9462.382816028601,852.0771563615251,17300.297298761645
2020-08-25,9356.022649171016,900.96432166324,17880.936126641423
2020-08-26,9473.410344103415,1712.6101891118667,17304.930083140895
2020-08-27,9302.077385782262,1300.7795812857808,17878.496518757383
2020-08-28,9268.631211386273,1237.0028438746594,17095.00505456889
2020-08-29,9228.793446702666,878.9810924750186,16943.383359116146
2020-08-30,9136.677751885041,1000.8258319449345,17083.99668288914
2020-08-31,9179.330162262266,1050.5321693445537,16874.554735352933
2020-09-01,9054.964220662378,948.3424449761372,16782.82982066203
2020-09-02,9155.917004698289,1303.138248724879,16930.04213827724
2020-09-03,8970.551057504445,818.9434645246517,16234.953637672994
2020-09-04,8926.244769925575,792.5664795431629,16686.664413747418
2020-09-05,8879.411718776064,610.6073309185322,17102.511939833832
2020-09-06,8784.763054610657,892.2008500947934,17174.459234442038
2020-09-07,8829.836117108085,560.409768824515,16955.72285950878
2020-09-08,8713.221732828404,325.1451862960041,16466.71397257924
2020-09-09,8827.516323080892,1605.4938277482424,17009.509476613468
2020-09-10,8661.223725364702,218.55759026956497,16686.53835664822
2020-09-11,8641.749050655144,-334.60650627064484,16738.591236060045
2020-09-12,8625.42474717971,535.1525184307707,15719.755078022297
2020-09-13,8566.782537392975,835.1383665334491,16908.17203181115
2020-09-14,8653.093905081494,495.1333061758397,15888.12031342802
2020-09-15,8582.61103171954,584.8366140549932,16957.165386909175
2020-09-16,8747.533721150034,516.1939305544806,16670.074148958785
2020-09-17,8635.926616106506,651.9888069028116,15887.88829041372
2020-09-18,8674.72843913431,1097.0178662024123,16736.750789035796
2020-09-19,8719.792869605453,1286.959751163188,17019.32294110809
2020-09-20,8766.923708022956,346.3367147967511,16360.28600647918
2020-09-21,8961.17909215981,614.2737696813625,17300.821432882003
2020-09-22,9000.371239200784,355.1721218530724,16463.64587668137
2020-09-23,9276.292041742092,547.005322145833,17181.129566417076
2020-09-24,9276.63611492565,642.6771084367261,17133.349295660653
2020-09-25,9428.013458764353,1926.4579236576553,17343.663485019482
2020-09-26,9585.9913730584,1699.237301564772,17430.640617168257
2020-09-27,9704.378904212355,2028.072967766685,17717.86798226931
2020-09-28,9969.77626835164,1737.0798095549428,17860.337516038195
2020-09-29,10079.821075334043,1878.7632942300024,18280.470533519536
2020-09-30,10426.156973296576,2112.8778986251637,18450.209973634395
2020-10-01,10496.349244458626,2978.859278589014,18815.461240565397
2020-10-02,10716.889444694476,2876.9255075948095,19084.953181708213
2020-10-03,10943.229172780128,2555.8908986830247,18859.756229396637
2020-10-04,11129.056692647275,3367.16512623976,19483.233043940658
2020-10-05,11460.839274528384,4031.896823695517,19924.276139800146
2020-10-06,11636.063461528127,2944.3663332481547,19334.318578978575
2020-10-07,12046.199208390484,4734.629459612976,20131.450109269914
2020-10-08,12178.612682209288,3817.5211475358246,19864.785409855656
2020-10-09,12459.56999818961,4313.566854015558,20717.317347065713
2020-10-10,12744.272070963418,4076.120177927716,20810.018705809063
2020-10-11,12986.134309395415,5068.433437698166,21481.493171773764
2020-10-12,13371.333934632024,5642.267540420637,21652.12924165037
2020-10-13,13597.056954016964,5161.70493979112,21786.76880415745
2020-10-14,14054.47048213345,5453.969726891033,21851.77962265633
2020-10-15,14230.64487114637,6177.468779987508,22939.638126200814
2020-10-16,14551.56753617795,7235.419995233632,22970.517879622847
2020-10-17,14872.188223862693,7205.343422197182,23418.766873078002
2020-10-18,15145.70899125032,7618.088364536212,22778.13123910833
2020-10-19,15558.141203735362,7524.132639560376,23603.825137403193
2020-10-20,15806.561121795563,8044.680910872675,23356.469845231222
2020-10-21,16282.089331942456,7654.783841218446,24231.23506134374
2020-10-22,16471.818093142007,9162.000435516242,24468.75069936242
2020-10-23,16801.828155110205,8992.07023141674,25343.50293832986
2020-10-24,17127.23454360699,9233.178714200627,25128.74281511099
2020-10-25,17401.474415353678,9071.089456783477,25720.579389092283
2020-10-26,17810.859224334396,9881.974910037798,25817.10198776223
2020-10-27,18052.822805821066,9926.145448634097,26034.152129810955
2020-10-28,18518.890775614753,10825.249840646278,26602.397708537857
2020-10-29,18696.595561778988,10939.046505578559,26285.093731650897
2020-10-30,19012.47896969324,10618.675014202421,26833.421506324743
2020-10-31,19322.122209169305,11004.414212383235,27074.73704193888
2020-11-01,19579.416996399705,11389.201767119443,27682.39297368535
2020-11-02,19971.100543368128,11870.37779076441,28615.132476163835
2020-11-03,20194.98665428019,12216.08136966873,29064.221966222492
2020-11-04,20642.918961526768,12738.427245720497,29222.28288157908
2020-11-05,20802.671253515236,12519.685366163418,29158.534350939775
2020-11-06,21100.937407618625,12841.438084302155,28552.11373460424
2020-11-07,21393.35142441088,14066.513887827108,29814.860738221796
2020-11-08,21633.751676651184,13416.96421701832,29847.09401934312
2020-11-09,22008.712599650404,14087.033398113192,30011.311656205966
2020-11-10,22215.776352057608,14496.24926768005,30258.368764796414
2020-11-11,22646.410669905592,14921.477457562003,31002.68068189174
2020-11-12,22787.9179260666,14304.468528850526,30884.212773972915
2020-11-13,23066.437830616065,14963.111526344252,31331.80137937744
2020-11-14,23336.984049979117,15742.481449655377,31524.685262947667
2020-11-15,23552.72850134976,15781.403214680407,31743.47192905319
2020-11-16,23899.55605963915,15851.687169804429,31351.92002149198
2020-11-17,24074.32159524461,16153.757822046115,32038.476634272498
2020-11-18,24467.834848589224,16730.800111504977,32932.70835727182
2020-11-19,24566.79734983404,16813.150138934623,32014.146832543585
2020-11-20,24796.832951310433,17137.321527174412,33206.191712064676
2020-11-21,25012.551343956853,16870.380632811622,33338.878522844316
2020-11-22,25166.85739655239,17014.112127399505,33623.71924096534
2020-11-23,25445.528155099753,17595.0434282688,33486.70269035865
2020-11-24,25604.478008460694,17985.59715957364,33897.286353861455
2020-11-25,25975.7895453118,17223.70531018423,34094.16630437844
2020-11-26,26046.628043790704,18248.629036261063,34781.38474188427
2020-11-27,26243.28620757658,18715.005069858453,34363.670104332865
2020-11-28,26421.2453262851,18687.833693796,34800.39489674614
2020-11-29,26534.476028439727,18219.930988854063,34954.5004852231
2020-11-30,26770.000414907907,19300.84853278459,34231.84679849717
2020-12-01,26826.146777039365,18467.82873538217,34714.56491885698
2020-12-02,27095.521957891295,19040.621032566447,35142.41871187496
2020-12-03,27066.925407785286,18768.86820598728,35217.30916695226
2020-12-04,27168.34665081313,19515.827563953266,35397.97167255023
2020-12-05,27256.985995756368,19251.45203791993,35638.558484034664
2020-12-06,27288.51210317519,19670.12407117255,35255.1059996751
2020-12-07,27451.57931776438,19822.85008445043,35445.03864486661
2020-12-08,27446.037180608495,19484.88881453318,35814.15588714064
2020-12-09,27665.858446438844,20350.540219288563,35246.03329858824
2020-12-10,27601.010944772323,18731.80539972239,35464.33475871409
2020-12-11,27680.416273062896,20091.092377041226,35549.13233842716
2020-12-12,27761.936373157536,19013.574236481116,36141.8728864633
2020-12-13,27801.602729847968,19808.731039510938,35599.761186886986
2020-12-14,27988.112101608844,19893.192145482368,36251.33418139746
2020-12-15,28021.022040355034,19547.82313018218,36194.98628841404
2020-12-16,28293.67317998018,20159.769650323746,36535.70937050556
2020-12-17,28295.064075472867,20202.486340794927,36306.83628898909
2020-12-18,28452.821793337134,20317.612129000725,36162.09161290811
2020-12-19,28623.209274402594,20383.68721159934,37022.40510148679
2020-12-20,28760.38392914275,20646.353789228117,37515.00358883404
2020-12-21,29050.930849659188,21219.32816862033,37095.16176139714
2020-12-22,29192.10313041086,21412.85617880187,36932.05193334192
2020-12-23,29574.795289253663,21881.542218842773,38032.856206202865
2020-12-24,29685.474381171618,21984.976629164365,37790.19492301364
2020-12-25,29949.210643090657,22056.694584137564,38278.63759493945
2020-12-26,30219.747189648362,22544.765250465225,38259.55171211569
2020-12-27,30448.82161849523,22142.018716059367,38841.979285068424
2020-12-28,30820.76124973257,22617.566943143796,38951.8612268862
2020-12-29,31030.78281885238,23005.49225656312,38690.09332337012
2020-12-30,31468.020974961742,23982.37951616992,39157.1403946131
2020-12-31,31617.50861601109,23400.247212800597,39323.013042015824
2021-01-01,31903.24946268412,24346.40085514786,39605.44125288896
2021-01-02,32178.321120299886,24449.637309558195,40676.31180834296
2021-01-03,32394.220421396414,24151.149211917807,40434.05123572953
2021-01-04,32735.47194572545,23851.965123874077,41153.18389593071
2021-01-05,32897.929974582585,25129.138165531138,40338.495129434574
2021-01-06,33271.797954764756,25810.267428159008,42024.83570202639
2021-01-07,33343.588526185296,25342.573647707537,41720.358012050725
2021-01-08,33539.16484082045,25486.732640364753,42015.14282703206
2021-01-09,33713.80204846301,25487.82701735177,42183.056045148616
2021-01-10,33821.48165634729,25508.835791715344,41684.90754267417
2021-01-11,34049.44084193405,25511.71560824614,41924.576215960624
2021-01-12,34096.408398699416,26341.15354450598,41522.183802328036
2021-01-13,34355.55301863515,26375.007376088277,42423.659544310816
2021-01-14,34316.36875828652,26038.65216178261,41923.65246138621
2021-01-15,34407.640326964305,26234.869995802765,42151.55803621213
2021-01-16,34487.4290515936,26568.90706135119,42632.21324985426
2021-01-17,34512.29421946792,26218.506549879865,42886.98956972894
2021-01-18,34671.77383379866,27060.10430362567,42262.1973808484
2021-01-19,34666.55832528182,26777.40706314195,42879.36215246655
2021-01-20,34891.38464279835,26358.199131966245,42421.942150140305
2021-01-21,34836.87709707924,26285.43670582358,43453.081229561445
2021-01-22,34932.47888674023,26864.466952136412,42692.42097932268
2021-01-23,35036.41617781668,27170.349605011474,42274.24364581385
2021-01-24,35104.91014985115,26743.484709089236,43471.112597696454
2021-01-25,35326.66142742496,27298.021050810232,43504.99692834283
2021-01-26,35401.04048253701,28220.585743846874,43484.35288781061
2021-01-27,35721.01112628485,27952.87239302753,44345.93850533304
2021-01-28,35775.012820976415,28271.60363571812,43850.79828303111
2021-01-29,35989.9447454506,27703.724226720533,44068.77818464587
2021-01-30,36221.19224640777,28648.825393948315,44188.376540152785
2021-01-31,36421.90949163543,28329.809261326685,44481.950062946446
2021-02-01,36777.580976060824,28670.050547672792,44336.988398996604
2021-02-02,36984.293484149275,28597.086038455916,44350.2681465348
2021-02-03,37431.74351272678,28873.074017583942,45761.620231987414
2021-02-04,37605.20368581298,30072.1018198758,45124.53830175711
2021-02-05,37928.58889782706,29684.91278159295,45941.080002697934
2021-02-06,38254.560595075316,30459.616042314865,45780.72858496529
2021-02-07,38533.880969847945,29924.650496225106,46942.24308057091
2021-02-08,38950.0377660679,30972.130105834076,46639.931561186066
2021-02-09,39197.56957995393,31290.78306955478,47552.47644992864
2021-02-10,39665.11518996884,31908.733711386634,47710.78326678093
2021-02-11,39837.40927357924,31669.10078064449,48453.90017615214
2021-02-12,40138.36440255769,31578.04869026882,47807.9083057412
2021-02-13,40421.17723635513,32649.09906945021,48780.006113943906
2021-02-14,40637.67056711153,32789.258938942745,48512.305179050294
2021-02-15,40972.89216950503,33226.11795963153,49481.89299965898
2021-02-16,41123.40096343198,33386.558004601764,49671.35265062411
2021-02-17,41480.26500367614,32969.79101093769,49709.76130744675
2021-02-18,41530.99496474595,33702.44738118555,49235.84594813456
2021-02-19,41702.554620251154,33404.055997170384,49586.93269748909
2021-02-20,41851.38809898938,33950.94513089246,49867.62094312819
2021-02-21,41932.67763975949,33647.11051598051,49674.96368585995
2021-02-22,42134.855017460635,33875.36010161066,50219.24327219995
2021-02-23,42157.79945934236,34254.85034091626,50582.2104476035
2021-02-24,42395.74890593191,33858.94413135963,49857.12006931831
2021-02-25,42339.150591581645,34427.234992410275,50360.999227524626
2021-02-26,42417.59465473586,34397.083219471315,50326.29405891691
2021-02-27,42489.77261472702,34434.701299111395,50648.587192306324
2021-02-28,42512.67627976013,34926.95679647217,50467.43267410538
2021-03-01,42676.06183882706,34560.871951911926,50962.696840602184
2021-03-02,42680.61323083171,34802.44051026302,50642.97785843925
2021-03-03,42920.832578922644,34590.67063582896,50968.106244807714
2021-03-04,42886.88423151478,35293.82887427761,51421.51493744093
2021-03-05,43007.53630372625,35234.41837016551,50958.34333649292
2021-03-06,43140.14135112628,35132.25070285091,51904.62380310428
2021-03-07,43239.87115195894,35490.759435594126,51131.93953531719
2021-03-08,43494.22939396617,35256.769964290885,51220.86493472205
2021-03-09,43601.27505986819,35433.99694600144,51773.43015723236
2021-03-10,43952.5826925297,36244.548131077296,51048.148497168695
2021-03-11,44035.16420996497,35794.55929368388,52281.21685186462
2021-03-12,44274.49407881293,35963.70098501677,52890.51692026071
2021-03-13,44524.57723578846,36041.928820184905,52324.7914244334
2021-03-14,44737.27239444285,36701.58793254717,52483.29180751292
2021-03-15,45096.89216161413,37159.64479137587,52751.17292557143
2021-03-16,45298.510417327496,37053.30645341982,53230.38423393155
2021-03-17,45731.00089398541,37998.73354836145,53206.18193063759
2021-03-18,45879.02953588469,37431.821450054114,53890.16044520017
2021-03-19,46166.140571347256,37910.60214202594,53913.302781245424
2021-03-20,46444.87407430515,38319.637151719784,55017.1275149218
2021-03-21,46666.12634732787,38404.07465767806,55135.10680768265
2021-03-22,47013.7735876096,38924.27051834571,55094.89143982269
2021-03-23,47182.98869513303,38640.6215079849,55551.1949965313
2021-03-24,47563.27494824893,39468.247542093784,55835.13468769826
2021-03-25,47640.439306196175,39697.23179661355,55549.14345054615
2021-03-26,47839.645832836104,39750.74214239819,56654.90822143673
2021-03-27,48015.4879478677,39962.65821723247,55696.30787009326
2021-03-28,48121.29210819132,39404.81101455411,56166.833477895576
2021-03-29,48343.67495737117,39596.93425031433,56175.71560082031
2021-03-30,48380.78564078953,39691.08029883488,55754.870641035246
2021-03-31,48625.25906101089,40486.07362517984,56401.65016700078
2021-04-01,48566.10503643623,40586.56728221561,56805.89712194368
2021-04-02,48631.6761545052,40435.14214643511,57247.789857842516
2021-04-03,48679.655352845846,40683.591447771614,56648.840571163324
2021-04-04,48554.744526682676,40706.70309469654,55888.54660660136
2021-04-05,48557.7463858321,40491.43537649558,56474.53070520484
2021-04-06,48389.13732150202,40044.53499881826,55864.018279180265
2021-04-07,48443.494862532585,41068.037994251565,55942.84278019802
2021-04-08,48211.3382613443,40625.03510462919,56700.5787784392
2021-04-09,48122.05986048686,39426.32274816633,55997.66478309005
2021-04-10,48033.88919743974,39976.64929280994,56477.643647035184
2021-04-11,47903.10530604699,40202.17046946424,56135.75244894854
2021-04-12,47918.52163564621,39403.07761871461,56048.4159495473
2021-04-13,47779.67713222267,39748.11389139271,56106.13113798251
2021-04-14,47879.76051786289,39909.189701178686,56116.05292796562
2021-04-15,47707.49337592866,39465.79176514403,55572.953609585704
2021-04-16,47690.114845017626,39078.20458596719,56049.129911315016
2021-04-17,47683.40833678506,39490.292873777384,55863.11042940128
2021-04-18,47640.98394495345,39839.97811143078,55431.57952851079
2021-04-19,47748.8389778732,39547.033211699214,55762.04891308728
2021-04-20,47703.62802867686,39489.61828606305,55895.55199858901
2021-04-21,47895.66740730382,40162.03895383754,56580.397532830546
2021-04-22,47810.89730998053,39885.3034360616,55917.880383739066
2021-04-23,47873.94233978433,39436.33489697801,55325.43667404761
2021-04-24,47938.20870707304,39770.21916662804,55599.28060316902
2021-04-25,47955.229851716635,39588.764125869886,56484.359847025415
2021-04-26,48109.281207882006,40599.83702640791,56584.47866374207
2021-04-27,48095.694074457984,39755.65875760331,56007.736355905894
2021-04-28,48303.8922643592,40527.21300710211,56258.98297643377
2021-04-29,48219.37408799801,40603.187417403715,55967.75214838421
2021-04-30,48266.77981637992,40490.430241676826,56230.58656406567
2021-05-01,48299.98284807365,40017.17231947566,56323.061451540845
2021-05-02,48271.41658230482,40062.25409026026,55954.68895617114
2021-05-03,48366.65833513373,40447.174528261254,56403.80784355903
2021-05-04,48282.701215037545,40373.664967717676,56547.306554369345
2021-05-05,48410.93889303713,40511.23088481041,56336.94949199398
2021-05-06,48239.087356502925,39840.23423052455,56672.72768303092
2021-05-07,48194.185553523756,39898.636648231106,56309.13567936829
2021-05-08,48132.61509063073,40249.52343560394,56692.07165322785
2021-05-09,48009.35304650089,39525.34886794044,55835.89476279989
2021-05-10,48012.48136235968,40081.343098010555,56132.7384748048
2021-05-11,47841.385852455765,39835.885337992506,55852.45647584025
2021-05-12,47889.67184032967,39760.04037991771,56233.415380938844
2021-05-13,47647.02246596043,39078.29342537529,55031.45096994373
2021-05-14,47542.14335744746,39943.437548843605,54923.618376334554
2021-05-15,47432.73539792845,39224.33750794323,55621.11627928546
2021-05-16,47274.710956127994,38992.771549188394,55049.15460981954
2021-05-17,47256.678049053866,39249.0412763499,55240.708961257806
2021-05-18,47078.1261628346,39088.141135318285,54881.39633174092
2021-05-19,47132.34107672928,39295.70145463541,54967.29657163483
2021-05-20,46908.27472313919,39052.07983933662,54570.23100566612
2021-05-21,46833.51341494939,39042.79111232677,55082.90085436745
2021-05-22,46764.285469935516,38965.439525729205,54888.5090261397
2021-05-23,46654.72258181596,38847.07539858762,55063.25762802241
2021-05-24,46691.398099515834,38465.490945812,54885.22181487356
2021-05-25,46571.57438314802,38197.70236093103,55074.10833158875
2021-05-26,46686.18481827489,38750.766834069545,54841.37650266779
2021-05-27,46521.774601922785,38606.778162024624,54711.30630959691
2021-05-28,46503.54161073989,38008.69978640691,54718.95672307902
