Date,yhat
2025-08-10,0.23699765540648257
2025-08-11,0.23759485712879938
2025-08-12,0.23837403664732423
2025-08-13,0.23993011773021436
2025-08-14,0.2408879648965224
2025-08-15,0.2436149334907808
2025-08-16,0.24501656218605453
2025-08-17,0.24608778199799422
2025-08-18,0.24655184986847478
2025-08-19,0.24706633626338306
2025-08-20,0.2482269648461153
2025-08-21,0.24866275048873374
2025-08-22,0.25074846697221315
2025-08-23,0.25140016655147773
2025-08-24,0.25162613040262694
2025-08-25,0.2511654653767422
2025-08-26,0.25069368608311604
2025-08-27,0.2508260918725133
2025-08-28,0.25021239808605344
2025-08-29,0.25124866723721123
2025-08-30,0.25087227741637014
2025-08-31,0.2501123224095672
2025-09-01,0.24872767434504903
2025-09-02,0.2474120627531937
2025-09-03,0.2467969935223231
2025-09-04,0.24554597968175446
2025-09-05,0.24606614054518822
2025-09-06,0.24530291536488896
2025-09-07,0.24429029260145452
2025-09-08,0.24278878980907073
